空气阻力系数k = f / v^2 = 0.800000, 初速(m/s)(向上为正) = -100.000000, 物体质量(kg) = 1.000000, 计算时间精度(ms) = 1.000000, 总计算时间(ms) = 10000.000000
时间(ms),速度(m/s),加速度(m/s^2),位移(m),总位移(m),冲量(Ns),做功(j)
2210.000000,-3.500026,-0.000147,-0.003500,-11.017205,-96.499974,0.000001
2215.000000,-3.500025,-0.000143,-0.003500,-11.034705,-96.499975,0.000000
2220.000000,-3.500025,-0.000139,-0.003500,-11.052205,-96.499975,0.000000
2225.000000,-3.500024,-0.000135,-0.003500,-11.069705,-96.499976,0.000000
2230.000000,-3.500023,-0.000131,-0.003500,-11.087205,-96.499977,0.000000
2235.000000,-3.500023,-0.000127,-0.003500,-11.104705,-96.499977,0.000000
2240.000000,-3.500022,-0.000124,-0.003500,-11.122206,-96.499978,0.000000
2245.000000,-3.500021,-0.000120,-0.003500,-11.139706,-96.499979,0.000000
2250.000000,-3.500021,-0.000117,-0.003500,-11.157206,-96.499979,0.000000
2255.000000,-3.500020,-0.000114,-0.003500,-11.174706,-96.499980,0.000000
2260.000000,-3.500020,-0.000111,-0.003500,-11.192206,-96.499980,0.000000
2265.000000,-3.500019,-0.000108,-0.003500,-11.209706,-96.499981,0.000000
2270.000000,-3.500019,-0.000105,-0.003500,-11.227206,-96.499981,0.000000
2275.000000,-3.500018,-0.000102,-0.003500,-11.244706,-96.499982,0.000000
2280.000000,-3.500018,-0.000099,-0.003500,-11.262206,-96.499982,0.000000
2285.000000,-3.500017,-0.000096,-0.003500,-11.279706,-96.499983,0.000000
2290.000000,-3.500017,-0.000094,-0.003500,-11.297207,-96.499983,0.000000
2295.000000,-3.500016,-0.000091,-0.003500,-11.314707,-96.499984,0.000000
2300.000000,-3.500016,-0.000088,-0.003500,-11.332207,-96.499984,0.000000
2305.000000,-3.500015,-0.000086,-0.003500,-11.349707,-96.499985,0.000000
2310.000000,-3.500015,-0.000084,-0.003500,-11.367207,-96.499985,0.000000
2315.000000,-3.500014,-0.000081,-0.003500,-11.384707,-96.499986,0.000000
2320.000000,-3.500014,-0.000079,-0.003500,-11.402207,-96.499986,0.000000
2325.000000,-3.500014,-0.000077,-0.003500,-11.419707,-96.499986,0.000000
2330.000000,-3.500013,-0.000075,-0.003500,-11.437207,-96.499987,0.000000
2335.000000,-3.500013,-0.000073,-0.003500,-11.454707,-96.499987,0.000000
2340.000000,-3.500013,-0.000071,-0.003500,-11.472207,-96.499987,0.000000
2345.000000,-3.500012,-0.000069,-0.003500,-11.489707,-96.499988,0.000000
2350.000000,-3.500012,-0.000067,-0.003500,-11.507207,-96.499988,0.000000
2355.000000,-3.500012,-0.000065,-0.003500,-11.524707,-96.499988,0.000000
2360.000000,-3.500011,-0.000063,-0.003500,-11.542207,-96.499989,0.000000
2365.000000,-3.500011,-0.000061,-0.003500,-11.559708,-96.499989,0.000000
2370.000000,-3.500011,-0.000060,-0.003500,-11.577208,-96.499989,0.000000
2375.000000,-3.500010,-0.000058,-0.003500,-11.594708,-96.499990,0.000000
2380.000000,-3.500010,-0.000056,-0.003500,-11.612208,-96.499990,0.000000
2385.000000,-3.500010,-0.000055,-0.003500,-11.629708,-96.499990,0.000000
2390.000000,-3.500009,-0.000053,-0.003500,-11.647208,-96.499991,0.000000
2395.000000,-3.500009,-0.000052,-0.003500,-11.664708,-96.499991,0.000000
2400.000000,-3.500009,-0.000050,-0.003500,-11.682208,-96.499991,0.000000
2405.000000,-3.500009,-0.000049,-0.003500,-11.699708,-96.499991,0.000000
2410.000000,-3.500008,-0.000048,-0.003500,-11.717208,-96.499992,0.000000
2415.000000,-3.500008,-0.000046,-0.003500,-11.734708,-96.499992,0.000000
2420.000000,-3.500008,-0.000045,-0.003500,-11.752208,-96.499992,0.000000
2425.000000,-3.500008,-0.000044,-0.003500,-11.769708,-96.499992,0.000000
2430.000000,-3.500008,-0.000043,-0.003500,-11.787208,-96.499992,0.000000
2435.000000,-3.500007,-0.000041,-0.003500,-11.804708,-96.499993,0.000000
2440.000000,-3.500007,-0.000040,-0.003500,-11.822208,-96.499993,0.000000
2445.000000,-3.500007,-0.000039,-0.003500,-11.839708,-96.499993,0.000000
2450.000000,-3.500007,-0.000038,-0.003500,-11.857208,-96.499993,0.000000
2455.000000,-3.500007,-0.000037,-0.003500,-11.874708,-96.499993,0.000000
2460.000000,-3.500006,-0.000036,-0.003500,-11.892208,-96.499994,0.000000
2465.000000,-3.500006,-0.000035,-0.003500,-11.909708,-96.499994,0.000000
2470.000000,-3.500006,-0.000034,-0.003500,-11.927208,-96.499994,0.000000
2475.000000,-3.500006,-0.000033,-0.003500,-11.944708,-96.499994,0.000000
2480.000000,-3.500006,-0.000032,-0.003500,-11.962208,-96.499994,0.000000
2485.000000,-3.500006,-0.000031,-0.003500,-11.979708,-96.499994,0.000000
2490.000000,-3.500005,-0.000030,-0.003500,-11.997209,-96.499995,0.000000
2495.000000,-3.500005,-0.000030,-0.003500,-12.014709,-96.499995,0.000000
2500.000000,-3.500005,-0.000029,-0.003500,-12.032209,-96.499995,0.000000
2505.000000,-3.500005,-0.000028,-0.003500,-12.049709,-96.499995,0.000000
2510.000000,-3.500005,-0.000027,-0.003500,-12.067209,-96.499995,0.000000
2515.000000,-3.500005,-0.000026,-0.003500,-12.084709,-96.499995,0.000000
2520.000000,-3.500005,-0.000026,-0.003500,-12.102209,-96.499995,0.000000
2525.000000,-3.500004,-0.000025,-0.003500,-12.119709,-96.499996,0.000000
2530.000000,-3.500004,-0.000024,-0.003500,-12.137209,-96.499996,0.000000
2535.000000,-3.500004,-0.000024,-0.003500,-12.154709,-96.499996,0.000000
2540.000000,-3.500004,-0.000023,-0.003500,-12.172209,-96.499996,0.000000
2545.000000,-3.500004,-0.000022,-0.003500,-12.189709,-96.499996,0.000000
2550.000000,-3.500004,-0.000022,-0.003500,-12.207209,-96.499996,0.000000
2555.000000,-3.500004,-0.000021,-0.003500,-12.224709,-96.499996,0.000000
2560.000000,-3.500004,-0.000021,-0.003500,-12.242209,-96.499996,0.000000
2565.000000,-3.500004,-0.000020,-0.003500,-12.259709,-96.499996,0.000000
2570.000000,-3.500003,-0.000019,-0.003500,-12.277209,-96.499997,0.000000
2575.000000,-3.500003,-0.000019,-0.003500,-12.294709,-96.499997,0.000000
2580.000000,-3.500003,-0.000018,-0.003500,-12.312209,-96.499997,0.000000
2585.000000,-3.500003,-0.000018,-0.003500,-12.329709,-96.499997,0.000000
2590.000000,-3.500003,-0.000017,-0.003500,-12.347209,-96.499997,0.000000
2595.000000,-3.500003,-0.000017,-0.003500,-12.364709,-96.499997,0.000000
2600.000000,-3.500003,-0.000016,-0.003500,-12.382209,-96.499997,0.000000
2605.000000,-3.500003,-0.000016,-0.003500,-12.399709,-96.499997,0.000000
2610.000000,-3.500003,-0.000016,-0.003500,-12.417209,-96.499997,0.000000
2615.000000,-3.500003,-0.000015,-0.003500,-12.434709,-96.499997,0.000000
2620.000000,-3.500003,-0.000015,-0.003500,-12.452209,-96.499997,0.000000
2625.000000,-3.500003,-0.000014,-0.003500,-12.469709,-96.499997,0.000000
2630.000000,-3.500002,-0.000014,-0.003500,-12.487209,-96.499998,0.000000
2635.000000,-3.500002,-0.000013,-0.003500,-12.504709,-96.499998,0.000000
2640.000000,-3.500002,-0.000013,-0.003500,-12.522209,-96.499998,0.000000
2645.000000,-3.500002,-0.000013,-0.003500,-12.539709,-96.499998,0.000000
2650.000000,-3.500002,-0.000012,-0.003500,-12.557209,-96.499998,0.000000
2655.000000,-3.500002,-0.000012,-0.003500,-12.574709,-96.499998,0.000000
2660.000000,-3.500002,-0.000012,-0.003500,-12.592209,-96.499998,0.000000
2665.000000,-3.500002,-0.000011,-0.003500,-12.609709,-96.499998,0.000000
2670.000000,-3.500002,-0.000011,-0.003500,-12.627209,-96.499998,0.000000
2675.000000,-3.500002,-0.000011,-0.003500,-12.644709,-96.499998,0.000000
2680.000000,-3.500002,-0.000010,-0.003500,-12.662209,-96.499998,0.000000
2685.000000,-3.500002,-0.000010,-0.003500,-12.679709,-96.499998,0.000000
2690.000000,-3.500002,-0.000010,-0.003500,-12.697209,-96.499998,0.000000
2695.000000,-3.500002,-0.000010,-0.003500,-12.714709,-96.499998,0.000000
2700.000000,-3.500002,-0.000009,-0.003500,-12.732209,-96.499998,0.000000
2705.000000,-3.500002,-0.000009,-0.003500,-12.749709,-96.499998,0.000000
2710.000000,-3.500002,-0.000009,-0.003500,-12.767209,-96.499998,0.000000
2715.000000,-3.500002,-0.000009,-0.003500,-12.784709,-96.499998,0.000000
2720.000000,-3.500001,-0.000008,-0.003500,-12.802209,-96.499999,0.000000
2725.000000,-3.500001,-0.000008,-0.003500,-12.819709,-96.499999,0.000000
2730.000000,-3.500001,-0.000008,-0.003500,-12.837209,-96.499999,0.000000
2735.000000,-3.500001,-0.000008,-0.003500,-12.854709,-96.499999,0.000000
2740.000000,-3.500001,-0.000007,-0.003500,-12.872209,-96.499999,0.000000
2745.000000,-3.500001,-0.000007,-0.003500,-12.889709,-96.499999,0.000000
2750.000000,-3.500001,-0.000007,-0.003500,-12.907209,-96.499999,0.000000
2755.000000,-3.500001,-0.000007,-0.003500,-12.924709,-96.499999,0.000000
2760.000000,-3.500001,-0.000007,-0.003500,-12.942209,-96.499999,0.000000
2765.000000,-3.500001,-0.000006,-0.003500,-12.959709,-96.499999,0.000000
2770.000000,-3.500001,-0.000006,-0.003500,-12.977209,-96.499999,0.000000
2775.000000,-3.500001,-0.000006,-0.003500,-12.994709,-96.499999,0.000000
2780.000000,-3.500001,-0.000006,-0.003500,-13.012209,-96.499999,0.000000
2785.000000,-3.500001,-0.000006,-0.003500,-13.029709,-96.499999,0.000000
2790.000000,-3.500001,-0.000006,-0.003500,-13.047209,-96.499999,0.000000
2795.000000,-3.500001,-0.000005,-0.003500,-13.064709,-96.499999,0.000000
2800.000000,-3.500001,-0.000005,-0.003500,-13.082209,-96.499999,0.000000
2805.000000,-3.500001,-0.000005,-0.003500,-13.099709,-96.499999,0.000000
2810.000000,-3.500001,-0.000005,-0.003500,-13.117209,-96.499999,0.000000
2815.000000,-3.500001,-0.000005,-0.003500,-13.134709,-96.499999,0.000000
2820.000000,-3.500001,-0.000005,-0.003500,-13.152209,-96.499999,0.000000
2825.000000,-3.500001,-0.000005,-0.003500,-13.169709,-96.499999,0.000000
2830.000000,-3.500001,-0.000005,-0.003500,-13.187209,-96.499999,0.000000
2835.000000,-3.500001,-0.000004,-0.003500,-13.204709,-96.499999,0.000000
2840.000000,-3.500001,-0.000004,-0.003500,-13.222209,-96.499999,0.000000
2845.000000,-3.500001,-0.000004,-0.003500,-13.239709,-96.499999,0.000000
2850.000000,-3.500001,-0.000004,-0.003500,-13.257209,-96.499999,0.000000
2855.000000,-3.500001,-0.000004,-0.003500,-13.274709,-96.499999,0.000000
2860.000000,-3.500001,-0.000004,-0.003500,-13.292209,-96.499999,0.000000
2865.000000,-3.500001,-0.000004,-0.003500,-13.309709,-96.499999,0.000000
2870.000000,-3.500001,-0.000004,-0.003500,-13.327209,-96.499999,0.000000
2875.000000,-3.500001,-0.000004,-0.003500,-13.344709,-96.499999,0.000000
2880.000000,-3.500001,-0.000003,-0.003500,-13.362209,-96.499999,0.000000
2885.000000,-3.500001,-0.000003,-0.003500,-13.379709,-96.499999,0.000000
2890.000000,-3.500001,-0.000003,-0.003500,-13.397209,-96.499999,0.000000
2895.000000,-3.500001,-0.000003,-0.003500,-13.414709,-96.499999,0.000000
2900.000000,-3.500001,-0.000003,-0.003500,-13.432209,-96.499999,0.000000
2905.000000,-3.500001,-0.000003,-0.003500,-13.449709,-96.499999,0.000000
2910.000000,-3.500001,-0.000003,-0.003500,-13.467209,-96.499999,0.000000
2915.000000,-3.500000,-0.000003,-0.003500,-13.484709,-96.500000,0.000000
2920.000000,-3.500000,-0.000003,-0.003500,-13.502209,-96.500000,0.000000
2925.000000,-3.500000,-0.000003,-0.003500,-13.519709,-96.500000,0.000000
2930.000000,-3.500000,-0.000003,-0.003500,-13.537209,-96.500000,0.000000
2935.000000,-3.500000,-0.000003,-0.003500,-13.554709,-96.500000,0.000000
2940.000000,-3.500000,-0.000002,-0.003500,-13.572209,-96.500000,0.000000
2945.000000,-3.500000,-0.000002,-0.003500,-13.589709,-96.500000,0.000000
2950.000000,-3.500000,-0.000002,-0.003500,-13.607209,-96.500000,0.000000
2955.000000,-3.500000,-0.000002,-0.003500,-13.624709,-96.500000,0.000000
2960.000000,-3.500000,-0.000002,-0.003500,-13.642209,-96.500000,0.000000
2965.000000,-3.500000,-0.000002,-0.003500,-13.659709,-96.500000,0.000000
2970.000000,-3.500000,-0.000002,-0.003500,-13.677209,-96.500000,0.000000
2975.000000,-3.500000,-0.000002,-0.003500,-13.694709,-96.500000,0.000000
2980.000000,-3.500000,-0.000002,-0.003500,-13.712209,-96.500000,0.000000
2985.000000,-3.500000,-0.000002,-0.003500,-13.729709,-96.500000,0.000000
2990.000000,-3.500000,-0.000002,-0.003500,-13.747209,-96.500000,0.000000
2995.000000,-3.500000,-0.000002,-0.003500,-13.764709,-96.500000,0.000000
3000.000000,-3.500000,-0.000002,-0.003500,-13.782209,-96.500000,0.000000
3005.000000,-3.500000,-0.000002,-0.003500,-13.799709,-96.500000,0.000000
3010.000000,-3.500000,-0.000002,-0.003500,-13.817209,-96.500000,0.000000
3015.000000,-3.500000,-0.000002,-0.003500,-13.834709,-96.500000,0.000000
3020.000000,-3.500000,-0.000002,-0.003500,-13.852209,-96.500000,0.000000
3025.000000,-3.500000,-0.000002,-0.003500,-13.869709,-96.500000,0.000000
3030.000000,-3.500000,-0.000001,-0.003500,-13.887209,-96.500000,0.000000
3035.000000,-3.500000,-0.000001,-0.003500,-13.904709,-96.500000,0.000000
3040.000000,-3.500000,-0.000001,-0.003500,-13.922209,-96.500000,0.000000
3045.000000,-3.500000,-0.000001,-0.003500,-13.939709,-96.500000,0.000000
3050.000000,-3.500000,-0.000001,-0.003500,-13.957209,-96.500000,0.000000
3055.000000,-3.500000,-0.000001,-0.003500,-13.974709,-96.500000,0.000000
3060.000000,-3.500000,-0.000001,-0.003500,-13.992209,-96.500000,0.000000
3065.000000,-3.500000,-0.000001,-0.003500,-14.009709,-96.500000,0.000000
3070.000000,-3.500000,-0.000001,-0.003500,-14.027209,-96.500000,0.000000
3075.000000,-3.500000,-0.000001,-0.003500,-14.044709,-96.500000,0.000000
3080.000000,-3.500000,-0.000001,-0.003500,-14.062209,-96.500000,0.000000
3085.000000,-3.500000,-0.000001,-0.003500,-14.079709,-96.500000,0.000000
3090.000000,-3.500000,-0.000001,-0.003500,-14.097209,-96.500000,0.000000
3095.000000,-3.500000,-0.000001,-0.003500,-14.114709,-96.500000,0.000000
3100.000000,-3.500000,-0.000001,-0.003500,-14.132209,-96.500000,0.000000
3105.000000,-3.500000,-0.000001,-0.003500,-14.149709,-96.500000,0.000000
3110.000000,-3.500000,-0.000001,-0.003500,-14.167209,-96.500000,0.000000
3115.000000,-3.500000,-0.000001,-0.003500,-14.184709,-96.500000,0.000000
3120.000000,-3.500000,-0.000001,-0.003500,-14.202209,-96.500000,0.000000
3125.000000,-3.500000,-0.000001,-0.003500,-14.219709,-96.500000,0.000000
3130.000000,-3.500000,-0.000001,-0.003500,-14.237209,-96.500000,0.000000
3135.000000,-3.500000,-0.000001,-0.003500,-14.254709,-96.500000,0.000000
3140.000000,-3.500000,-0.000001,-0.003500,-14.272209,-96.500000,0.000000
3145.000000,-3.500000,-0.000001,-0.003500,-14.289709,-96.500000,0.000000
3150.000000,-3.500000,-0.000001,-0.003500,-14.307209,-96.500000,0.000000
3155.000000,-3.500000,-0.000001,-0.003500,-14.324709,-96.500000,0.000000
3160.000000,-3.500000,-0.000001,-0.003500,-14.342209,-96.500000,0.000000
3165.000000,-3.500000,-0.000001,-0.003500,-14.359709,-96.500000,0.000000
3170.000000,-3.500000,-0.000001,-0.003500,-14.377209,-96.500000,0.000000
3175.000000,-3.500000,-0.000001,-0.003500,-14.394709,-96.500000,0.000000
3180.000000,-3.500000,-0.000001,-0.003500,-14.412209,-96.500000,0.000000
3185.000000,-3.500000,-0.000001,-0.003500,-14.429709,-96.500000,0.000000
3190.000000,-3.500000,-0.000001,-0.003500,-14.447209,-96.500000,0.000000
3195.000000,-3.500000,-0.000001,-0.003500,-14.464709,-96.500000,0.000000
3200.000000,-3.500000,-0.000001,-0.003500,-14.482209,-96.500000,0.000000
3205.000000,-3.500000,-0.000001,-0.003500,-14.499709,-96.500000,0.000000
3210.000000,-3.500000,-0.000001,-0.003500,-14.517209,-96.500000,0.000000
3215.000000,-3.500000,-0.000001,-0.003500,-14.534709,-96.500000,0.000000
3220.000000,-3.500000,-0.000001,-0.003500,-14.552209,-96.500000,0.000000
3225.000000,-3.500000,-0.000000,-0.003500,-14.569709,-96.500000,0.000000
3230.000000,-3.500000,-0.000000,-0.003500,-14.587209,-96.500000,0.000000
3235.000000,-3.500000,-0.000000,-0.003500,-14.604709,-96.500000,0.000000
3240.000000,-3.500000,-0.000000,-0.003500,-14.622209,-96.500000,0.000000
3245.000000,-3.500000,-0.000000,-0.003500,-14.639709,-96.500000,0.000000
3250.000000,-3.500000,-0.000000,-0.003500,-14.657209,-96.500000,0.000000
3255.000000,-3.500000,-0.000000,-0.003500,-14.674709,-96.500000,0.000000
3260.000000,-3.500000,-0.000000,-0.003500,-14.692209,-96.500000,0.000000
3265.000000,-3.500000,-0.000000,-0.003500,-14.709709,-96.500000,0.000000
3270.000000,-3.500000,-0.000000,-0.003500,-14.727209,-96.500000,0.000000
3275.000000,-3.500000,-0.000000,-0.003500,-14.744709,-96.500000,0.000000
3280.000000,-3.500000,-0.000000,-0.003500,-14.762209,-96.500000,0.000000
3285.000000,-3.500000,-0.000000,-0.003500,-14.779709,-96.500000,0.000000
3290.000000,-3.500000,-0.000000,-0.003500,-14.797209,-96.500000,0.000000
3295.000000,-3.500000,-0.000000,-0.003500,-14.814709,-96.500000,0.000000
3300.000000,-3.500000,-0.000000,-0.003500,-14.832209,-96.500000,0.000000
3305.000000,-3.500000,-0.000000,-0.003500,-14.849709,-96.500000,0.000000
3310.000000,-3.500000,-0.000000,-0.003500,-14.867209,-96.500000,0.000000
3315.000000,-3.500000,-0.000000,-0.003500,-14.884709,-96.500000,0.000000
3320.000000,-3.500000,-0.000000,-0.003500,-14.902209,-96.500000,0.000000
3325.000000,-3.500000,-0.000000,-0.003500,-14.919709,-96.500000,0.000000
3330.000000,-3.500000,-0.000000,-0.003500,-14.937209,-96.500000,0.000000
3335.000000,-3.500000,-0.000000,-0.003500,-14.954709,-96.500000,0.000000
3340.000000,-3.500000,-0.000000,-0.003500,-14.972209,-96.500000,0.000000
3345.000000,-3.500000,-0.000000,-0.003500,-14.989709,-96.500000,0.000000
3350.000000,-3.500000,-0.000000,-0.003500,-15.007209,-96.500000,0.000000
3355.000000,-3.500000,-0.000000,-0.003500,-15.024709,-96.500000,0.000000
3360.000000,-3.500000,-0.000000,-0.003500,-15.042209,-96.500000,0.000000
3365.000000,-3.500000,-0.000000,-0.003500,-15.059709,-96.500000,0.000000
3370.000000,-3.500000,-0.000000,-0.003500,-15.077209,-96.500000,0.000000
3375.000000,-3.500000,-0.000000,-0.003500,-15.094709,-96.500000,0.000000
3380.000000,-3.500000,-0.000000,-0.003500,-15.112209,-96.500000,0.000000
3385.000000,-3.500000,-0.000000,-0.003500,-15.129709,-96.500000,0.000000
3390.000000,-3.500000,-0.000000,-0.003500,-15.147209,-96.500000,0.000000
3395.000000,-3.500000,-0.000000,-0.003500,-15.164709,-96.500000,0.000000
3400.000000,-3.500000,-0.000000,-0.003500,-15.182209,-96.500000,0.000000
3405.000000,-3.500000,-0.000000,-0.003500,-15.199709,-96.500000,0.000000
3410.000000,-3.500000,-0.000000,-0.003500,-15.217209,-96.500000,0.000000
3415.000000,-3.500000,-0.000000,-0.003500,-15.234709,-96.500000,0.000000
3420.000000,-3.500000,-0.000000,-0.003500,-15.252209,-96.500000,0.000000
3425.000000,-3.500000,-0.000000,-0.003500,-15.269709,-96.500000,0.000000
3430.000000,-3.500000,-0.000000,-0.003500,-15.287209,-96.500000,0.000000
3435.000000,-3.500000,-0.000000,-0.003500,-15.304709,-96.500000,0.000000
3440.000000,-3.500000,-0.000000,-0.003500,-15.322209,-96.500000,0.000000
3445.000000,-3.500000,-0.000000,-0.003500,-15.339709,-96.500000,0.000000
3450.000000,-3.500000,-0.000000,-0.003500,-15.357209,-96.500000,0.000000
3455.000000,-3.500000,-0.000000,-0.003500,-15.374709,-96.500000,0.000000
3460.000000,-3.500000,-0.000000,-0.003500,-15.392209,-96.500000,0.000000
3465.000000,-3.500000,-0.000000,-0.003500,-15.409709,-96.500000,0.000000
3470.000000,-3.500000,-0.000000,-0.003500,-15.427209,-96.500000,0.000000
3475.000000,-3.500000,-0.000000,-0.003500,-15.444709,-96.500000,0.000000
3480.000000,-3.500000,-0.000000,-0.003500,-15.462209,-96.500000,0.000000
3485.000000,-3.500000,-0.000000,-0.003500,-15.479709,-96.500000,0.000000
3490.000000,-3.500000,-0.000000,-0.003500,-15.497209,-96.500000,0.000000
3495.000000,-3.500000,-0.000000,-0.003500,-15.514709,-96.500000,0.000000
3500.000000,-3.500000,-0.000000,-0.003500,-15.532209,-96.500000,0.000000
3505.000000,-3.500000,-0.000000,-0.003500,-15.549709,-96.500000,0.000000
3510.000000,-3.500000,-0.000000,-0.003500,-15.567209,-96.500000,0.000000
3515.000000,-3.500000,-0.000000,-0.003500,-15.584709,-96.500000,0.000000
3520.000000,-3.500000,-0.000000,-0.003500,-15.602209,-96.500000,0.000000
3525.000000,-3.500000,-0.000000,-0.003500,-15.619709,-96.500000,0.000000
3530.000000,-3.500000,-0.000000,-0.003500,-15.637209,-96.500000,0.000000
3535.000000,-3.500000,-0.000000,-0.003500,-15.654709,-96.500000,0.000000
3540.000000,-3.500000,-0.000000,-0.003500,-15.672209,-96.500000,0.000000
3545.000000,-3.500000,-0.000000,-0.003500,-15.689709,-96.500000,0.000000
3550.000000,-3.500000,-0.000000,-0.003500,-15.707209,-96.500000,0.000000
3555.000000,-3.500000,-0.000000,-0.003500,-15.724709,-96.500000,0.000000
3560.000000,-3.500000,-0.000000,-0.003500,-15.742209,-96.500000,0.000000
3565.000000,-3.500000,-0.000000,-0.003500,-15.759709,-96.500000,0.000000
3570.000000,-3.500000,-0.000000,-0.003500,-15.777209,-96.500000,0.000000
3575.000000,-3.500000,-0.000000,-0.003500,-15.794709,-96.500000,0.000000
3580.000000,-3.500000,-0.000000,-0.003500,-15.812209,-96.500000,0.000000
3585.000000,-3.500000,-0.000000,-0.003500,-15.829709,-96.500000,0.000000
3590.000000,-3.500000,-0.000000,-0.003500,-15.847209,-96.500000,0.000000
3595.000000,-3.500000,-0.000000,-0.003500,-15.864709,-96.500000,0.000000
3600.000000,-3.500000,-0.000000,-0.003500,-15.882209,-96.500000,0.000000
3605.000000,-3.500000,-0.000000,-0.003500,-15.899709,-96.500000,0.000000
3610.000000,-3.500000,-0.000000,-0.003500,-15.917209,-96.500000,0.000000
3615.000000,-3.500000,-0.000000,-0.003500,-15.934709,-96.500000,0.000000
3620.000000,-3.500000,-0.000000,-0.003500,-15.952209,-96.500000,0.000000
3625.000000,-3.500000,-0.000000,-0.003500,-15.969709,-96.500000,0.000000
3630.000000,-3.500000,-0.000000,-0.003500,-15.987209,-96.500000,0.000000
3635.000000,-3.500000,-0.000000,-0.003500,-16.004709,-96.500000,0.000000
3640.000000,-3.500000,-0.000000,-0.003500,-16.022209,-96.500000,0.000000
3645.000000,-3.500000,-0.000000,-0.003500,-16.039709,-96.500000,0.000000
3650.000000,-3.500000,-0.000000,-0.003500,-16.057209,-96.500000,0.000000
3655.000000,-3.500000,-0.000000,-0.003500,-16.074709,-96.500000,0.000000
3660.000000,-3.500000,-0.000000,-0.003500,-16.092209,-96.500000,0.000000
3665.000000,-3.500000,-0.000000,-0.003500,-16.109709,-96.500000,0.000000
3670.000000,-3.500000,-0.000000,-0.003500,-16.127209,-96.500000,0.000000
3675.000000,-3.500000,-0.000000,-0.003500,-16.144709,-96.500000,0.000000
3680.000000,-3.500000,-0.000000,-0.003500,-16.162209,-96.500000,0.000000
3685.000000,-3.500000,-0.000000,-0.003500,-16.179709,-96.500000,0.000000
3690.000000,-3.500000,-0.000000,-0.003500,-16.197209,-96.500000,0.000000
3695.000000,-3.500000,-0.000000,-0.003500,-16.214709,-96.500000,0.000000
3700.000000,-3.500000,-0.000000,-0.003500,-16.232209,-96.500000,0.000000
3705.000000,-3.500000,-0.000000,-0.003500,-16.249709,-96.500000,0.000000
3710.000000,-3.500000,-0.000000,-0.003500,-16.267209,-96.500000,0.000000
3715.000000,-3.500000,-0.000000,-0.003500,-16.284709,-96.500000,0.000000
3720.000000,-3.500000,-0.000000,-0.003500,-16.302209,-96.500000,0.000000
3725.000000,-3.500000,-0.000000,-0.003500,-16.319709,-96.500000,0.000000
3730.000000,-3.500000,-0.000000,-0.003500,-16.337209,-96.500000,0.000000
3735.000000,-3.500000,-0.000000,-0.003500,-16.354709,-96.500000,0.000000
3740.000000,-3.500000,-0.000000,-0.003500,-16.372209,-96.500000,0.000000
3745.000000,-3.500000,-0.000000,-0.003500,-16.389709,-96.500000,0.000000
3750.000000,-3.500000,-0.000000,-0.003500,-16.407209,-96.500000,0.000000
3755.000000,-3.500000,-0.000000,-0.003500,-16.424709,-96.500000,0.000000
3760.000000,-3.500000,-0.000000,-0.003500,-16.442209,-96.500000,0.000000
3765.000000,-3.500000,-0.000000,-0.003500,-16.459709,-96.500000,0.000000
3770.000000,-3.500000,-0.000000,-0.003500,-16.477209,-96.500000,0.000000
3775.000000,-3.500000,-0.000000,-0.003500,-16.494709,-96.500000,0.000000
3780.000000,-3.500000,-0.000000,-0.003500,-16.512209,-96.500000,0.000000
3785.000000,-3.500000,-0.000000,-0.003500,-16.529709,-96.500000,0.000000
3790.000000,-3.500000,-0.000000,-0.003500,-16.547209,-96.500000,0.000000
3795.000000,-3.500000,-0.000000,-0.003500,-16.564709,-96.500000,0.000000
3800.000000,-3.500000,-0.000000,-0.003500,-16.582209,-96.500000,0.000000
3805.000000,-3.500000,-0.000000,-0.003500,-16.599709,-96.500000,0.000000
3810.000000,-3.500000,-0.000000,-0.003500,-16.617209,-96.500000,0.000000
3815.000000,-3.500000,-0.000000,-0.003500,-16.634709,-96.500000,0.000000
3820.000000,-3.500000,-0.000000,-0.003500,-16.652209,-96.500000,0.000000
3825.000000,-3.500000,-0.000000,-0.003500,-16.669709,-96.500000,0.000000
3830.000000,-3.500000,-0.000000,-0.003500,-16.687209,-96.500000,0.000000
3835.000000,-3.500000,-0.000000,-0.003500,-16.704709,-96.500000,0.000000
3840.000000,-3.500000,-0.000000,-0.003500,-16.722209,-96.500000,0.000000
3845.000000,-3.500000,-0.000000,-0.003500,-16.739709,-96.500000,0.000000
3850.000000,-3.500000,-0.000000,-0.003500,-16.757209,-96.500000,0.000000
3855.000000,-3.500000,-0.000000,-0.003500,-16.774709,-96.500000,0.000000
3860.000000,-3.500000,-0.000000,-0.003500,-16.792209,-96.500000,0.000000
3865.000000,-3.500000,-0.000000,-0.003500,-16.809709,-96.500000,0.000000
3870.000000,-3.500000,-0.000000,-0.003500,-16.827209,-96.500000,0.000000
3875.000000,-3.500000,-0.000000,-0.003500,-16.844709,-96.500000,0.000000
3880.000000,-3.500000,-0.000000,-0.003500,-16.862209,-96.500000,0.000000
3885.000000,-3.500000,-0.000000,-0.003500,-16.879709,-96.500000,0.000000
3890.000000,-3.500000,-0.000000,-0.003500,-16.897209,-96.500000,0.000000
