空气阻力系数k = f / v^2 = 0.800000, 初速(m/s)(向上为正) = -100.000000, 物体质量(kg) = 1.000000, 计算时间精度(ms) = 1.000000, 总计算时间(ms) = 10000.000000
时间(ms),速度(m/s),加速度(m/s^2),位移(m),总位移(m),冲量(Ns),做功(j)
5580.000000,-3.500000,-0.000000,-0.003500,-22.812209,-96.500000,0.000000
5585.000000,-3.500000,-0.000000,-0.003500,-22.829709,-96.500000,0.000000
5590.000000,-3.500000,-0.000000,-0.003500,-22.847209,-96.500000,0.000000
5595.000000,-3.500000,-0.000000,-0.003500,-22.864709,-96.500000,0.000000
5600.000000,-3.500000,-0.000000,-0.003500,-22.882209,-96.500000,0.000000
5605.000000,-3.500000,-0.000000,-0.003500,-22.899709,-96.500000,0.000000
5610.000000,-3.500000,-0.000000,-0.003500,-22.917209,-96.500000,0.000000
5615.000000,-3.500000,-0.000000,-0.003500,-22.934709,-96.500000,0.000000
5620.000000,-3.500000,-0.000000,-0.003500,-22.952209,-96.500000,0.000000
5625.000000,-3.500000,-0.000000,-0.003500,-22.969709,-96.500000,0.000000
5630.000000,-3.500000,-0.000000,-0.003500,-22.987209,-96.500000,0.000000
5635.000000,-3.500000,-0.000000,-0.003500,-23.004709,-96.500000,0.000000
5640.000000,-3.500000,-0.000000,-0.003500,-23.022209,-96.500000,0.000000
5645.000000,-3.500000,-0.000000,-0.003500,-23.039709,-96.500000,0.000000
5650.000000,-3.500000,-0.000000,-0.003500,-23.057209,-96.500000,0.000000
5655.000000,-3.500000,-0.000000,-0.003500,-23.074709,-96.500000,0.000000
5660.000000,-3.500000,-0.000000,-0.003500,-23.092209,-96.500000,0.000000
5665.000000,-3.500000,-0.000000,-0.003500,-23.109709,-96.500000,0.000000
5670.000000,-3.500000,-0.000000,-0.003500,-23.127209,-96.500000,0.000000
5675.000000,-3.500000,-0.000000,-0.003500,-23.144709,-96.500000,0.000000
5680.000000,-3.500000,-0.000000,-0.003500,-23.162209,-96.500000,0.000000
5685.000000,-3.500000,-0.000000,-0.003500,-23.179709,-96.500000,0.000000
5690.000000,-3.500000,-0.000000,-0.003500,-23.197209,-96.500000,0.000000
5695.000000,-3.500000,-0.000000,-0.003500,-23.214709,-96.500000,0.000000
5700.000000,-3.500000,-0.000000,-0.003500,-23.232209,-96.500000,0.000000
5705.000000,-3.500000,-0.000000,-0.003500,-23.249709,-96.500000,0.000000
5710.000000,-3.500000,-0.000000,-0.003500,-23.267209,-96.500000,0.000000
5715.000000,-3.500000,-0.000000,-0.003500,-23.284709,-96.500000,0.000000
5720.000000,-3.500000,-0.000000,-0.003500,-23.302209,-96.500000,0.000000
5725.000000,-3.500000,-0.000000,-0.003500,-23.319709,-96.500000,0.000000
5730.000000,-3.500000,-0.000000,-0.003500,-23.337209,-96.500000,0.000000
5735.000000,-3.500000,-0.000000,-0.003500,-23.354709,-96.500000,0.000000
5740.000000,-3.500000,-0.000000,-0.003500,-23.372209,-96.500000,0.000000
5745.000000,-3.500000,-0.000000,-0.003500,-23.389709,-96.500000,0.000000
5750.000000,-3.500000,-0.000000,-0.003500,-23.407209,-96.500000,0.000000
5755.000000,-3.500000,-0.000000,-0.003500,-23.424709,-96.500000,0.000000
5760.000000,-3.500000,-0.000000,-0.003500,-23.442209,-96.500000,0.000000
5765.000000,-3.500000,-0.000000,-0.003500,-23.459709,-96.500000,0.000000
5770.000000,-3.500000,-0.000000,-0.003500,-23.477209,-96.500000,0.000000
5775.000000,-3.500000,-0.000000,-0.003500,-23.494709,-96.500000,0.000000
5780.000000,-3.500000,-0.000000,-0.003500,-23.512209,-96.500000,0.000000
5785.000000,-3.500000,-0.000000,-0.003500,-23.529709,-96.500000,0.000000
5790.000000,-3.500000,-0.000000,-0.003500,-23.547209,-96.500000,0.000000
5795.000000,-3.500000,-0.000000,-0.003500,-23.564709,-96.500000,0.000000
5800.000000,-3.500000,-0.000000,-0.003500,-23.582209,-96.500000,0.000000
5805.000000,-3.500000,-0.000000,-0.003500,-23.599709,-96.500000,0.000000
5810.000000,-3.500000,-0.000000,-0.003500,-23.617209,-96.500000,0.000000
5815.000000,-3.500000,-0.000000,-0.003500,-23.634709,-96.500000,0.000000
5820.000000,-3.500000,-0.000000,-0.003500,-23.652209,-96.500000,0.000000
5825.000000,-3.500000,-0.000000,-0.003500,-23.669709,-96.500000,0.000000
5830.000000,-3.500000,-0.000000,-0.003500,-23.687209,-96.500000,0.000000
5835.000000,-3.500000,-0.000000,-0.003500,-23.704709,-96.500000,0.000000
5840.000000,-3.500000,-0.000000,-0.003500,-23.722209,-96.500000,0.000000
5845.000000,-3.500000,-0.000000,-0.003500,-23.739709,-96.500000,0.000000
5850.000000,-3.500000,-0.000000,-0.003500,-23.757209,-96.500000,0.000000
5855.000000,-3.500000,-0.000000,-0.003500,-23.774709,-96.500000,0.000000
5860.000000,-3.500000,-0.000000,-0.003500,-23.792209,-96.500000,0.000000
5865.000000,-3.500000,-0.000000,-0.003500,-23.809709,-96.500000,0.000000
5870.000000,-3.500000,-0.000000,-0.003500,-23.827209,-96.500000,0.000000
5875.000000,-3.500000,-0.000000,-0.003500,-23.844709,-96.500000,0.000000
5880.000000,-3.500000,-0.000000,-0.003500,-23.862209,-96.500000,0.000000
5885.000000,-3.500000,-0.000000,-0.003500,-23.879709,-96.500000,0.000000
5890.000000,-3.500000,-0.000000,-0.003500,-23.897209,-96.500000,0.000000
5895.000000,-3.500000,-0.000000,-0.003500,-23.914709,-96.500000,0.000000
5900.000000,-3.500000,-0.000000,-0.003500,-23.932209,-96.500000,0.000000
5905.000000,-3.500000,-0.000000,-0.003500,-23.949709,-96.500000,0.000000
5910.000000,-3.500000,-0.000000,-0.003500,-23.967209,-96.500000,0.000000
5915.000000,-3.500000,-0.000000,-0.003500,-23.984709,-96.500000,0.000000
5920.000000,-3.500000,-0.000000,-0.003500,-24.002209,-96.500000,0.000000
5925.000000,-3.500000,-0.000000,-0.003500,-24.019709,-96.500000,0.000000
5930.000000,-3.500000,-0.000000,-0.003500,-24.037209,-96.500000,0.000000
5935.000000,-3.500000,-0.000000,-0.003500,-24.054709,-96.500000,0.000000
5940.000000,-3.500000,-0.000000,-0.003500,-24.072209,-96.500000,0.000000
5945.000000,-3.500000,-0.000000,-0.003500,-24.089709,-96.500000,0.000000
5950.000000,-3.500000,-0.000000,-0.003500,-24.107209,-96.500000,0.000000
5955.000000,-3.500000,-0.000000,-0.003500,-24.124709,-96.500000,0.000000
5960.000000,-3.500000,-0.000000,-0.003500,-24.142209,-96.500000,0.000000
5965.000000,-3.500000,-0.000000,-0.003500,-24.159709,-96.500000,0.000000
5970.000000,-3.500000,-0.000000,-0.003500,-24.177209,-96.500000,0.000000
5975.000000,-3.500000,-0.000000,-0.003500,-24.194709,-96.500000,0.000000
5980.000000,-3.500000,-0.000000,-0.003500,-24.212209,-96.500000,0.000000
5985.000000,-3.500000,-0.000000,-0.003500,-24.229709,-96.500000,0.000000
5990.000000,-3.500000,-0.000000,-0.003500,-24.247209,-96.500000,0.000000
5995.000000,-3.500000,-0.000000,-0.003500,-24.264709,-96.500000,0.000000
6000.000000,-3.500000,-0.000000,-0.003500,-24.282209,-96.500000,0.000000
6005.000000,-3.500000,-0.000000,-0.003500,-24.299709,-96.500000,0.000000
6010.000000,-3.500000,-0.000000,-0.003500,-24.317209,-96.500000,0.000000
6015.000000,-3.500000,-0.000000,-0.003500,-24.334709,-96.500000,0.000000
6020.000000,-3.500000,-0.000000,-0.003500,-24.352209,-96.500000,0.000000
6025.000000,-3.500000,-0.000000,-0.003500,-24.369709,-96.500000,0.000000
6030.000000,-3.500000,-0.000000,-0.003500,-24.387209,-96.500000,0.000000
6035.000000,-3.500000,-0.000000,-0.003500,-24.404709,-96.500000,0.000000
6040.000000,-3.500000,-0.000000,-0.003500,-24.422209,-96.500000,0.000000
6045.000000,-3.500000,-0.000000,-0.003500,-24.439709,-96.500000,0.000000
6050.000000,-3.500000,-0.000000,-0.003500,-24.457209,-96.500000,0.000000
6055.000000,-3.500000,-0.000000,-0.003500,-24.474709,-96.500000,0.000000
6060.000000,-3.500000,-0.000000,-0.003500,-24.492209,-96.500000,0.000000
6065.000000,-3.500000,-0.000000,-0.003500,-24.509709,-96.500000,0.000000
6070.000000,-3.500000,-0.000000,-0.003500,-24.527209,-96.500000,0.000000
6075.000000,-3.500000,-0.000000,-0.003500,-24.544709,-96.500000,0.000000
6080.000000,-3.500000,-0.000000,-0.003500,-24.562209,-96.500000,0.000000
6085.000000,-3.500000,-0.000000,-0.003500,-24.579709,-96.500000,0.000000
6090.000000,-3.500000,-0.000000,-0.003500,-24.597209,-96.500000,0.000000
6095.000000,-3.500000,-0.000000,-0.003500,-24.614709,-96.500000,0.000000
6100.000000,-3.500000,-0.000000,-0.003500,-24.632209,-96.500000,0.000000
6105.000000,-3.500000,-0.000000,-0.003500,-24.649709,-96.500000,0.000000
6110.000000,-3.500000,-0.000000,-0.003500,-24.667209,-96.500000,0.000000
6115.000000,-3.500000,-0.000000,-0.003500,-24.684709,-96.500000,0.000000
6120.000000,-3.500000,-0.000000,-0.003500,-24.702209,-96.500000,0.000000
6125.000000,-3.500000,-0.000000,-0.003500,-24.719709,-96.500000,0.000000
6130.000000,-3.500000,-0.000000,-0.003500,-24.737209,-96.500000,0.000000
6135.000000,-3.500000,-0.000000,-0.003500,-24.754709,-96.500000,0.000000
6140.000000,-3.500000,-0.000000,-0.003500,-24.772209,-96.500000,0.000000
6145.000000,-3.500000,-0.000000,-0.003500,-24.789709,-96.500000,0.000000
6150.000000,-3.500000,-0.000000,-0.003500,-24.807209,-96.500000,0.000000
6155.000000,-3.500000,-0.000000,-0.003500,-24.824709,-96.500000,0.000000
6160.000000,-3.500000,-0.000000,-0.003500,-24.842209,-96.500000,0.000000
6165.000000,-3.500000,-0.000000,-0.003500,-24.859709,-96.500000,0.000000
6170.000000,-3.500000,-0.000000,-0.003500,-24.877209,-96.500000,0.000000
6175.000000,-3.500000,-0.000000,-0.003500,-24.894709,-96.500000,0.000000
6180.000000,-3.500000,-0.000000,-0.003500,-24.912209,-96.500000,0.000000
6185.000000,-3.500000,-0.000000,-0.003500,-24.929709,-96.500000,0.000000
6190.000000,-3.500000,-0.000000,-0.003500,-24.947209,-96.500000,0.000000
6195.000000,-3.500000,-0.000000,-0.003500,-24.964709,-96.500000,0.000000
6200.000000,-3.500000,-0.000000,-0.003500,-24.982209,-96.500000,0.000000
6205.000000,-3.500000,-0.000000,-0.003500,-24.999709,-96.500000,0.000000
6210.000000,-3.500000,-0.000000,-0.003500,-25.017209,-96.500000,0.000000
6215.000000,-3.500000,-0.000000,-0.003500,-25.034709,-96.500000,0.000000
6220.000000,-3.500000,-0.000000,-0.003500,-25.052209,-96.500000,0.000000
6225.000000,-3.500000,-0.000000,-0.003500,-25.069709,-96.500000,0.000000
6230.000000,-3.500000,-0.000000,-0.003500,-25.087209,-96.500000,0.000000
6235.000000,-3.500000,-0.000000,-0.003500,-25.104709,-96.500000,0.000000
6240.000000,-3.500000,-0.000000,-0.003500,-25.122209,-96.500000,0.000000
6245.000000,-3.500000,-0.000000,-0.003500,-25.139709,-96.500000,0.000000
6250.000000,-3.500000,-0.000000,-0.003500,-25.157209,-96.500000,0.000000
6255.000000,-3.500000,-0.000000,-0.003500,-25.174709,-96.500000,0.000000
6260.000000,-3.500000,-0.000000,-0.003500,-25.192209,-96.500000,0.000000
6265.000000,-3.500000,-0.000000,-0.003500,-25.209709,-96.500000,0.000000
6270.000000,-3.500000,-0.000000,-0.003500,-25.227209,-96.500000,0.000000
6275.000000,-3.500000,-0.000000,-0.003500,-25.244709,-96.500000,0.000000
6280.000000,-3.500000,-0.000000,-0.003500,-25.262209,-96.500000,0.000000
6285.000000,-3.500000,-0.000000,-0.003500,-25.279709,-96.500000,0.000000
6290.000000,-3.500000,-0.000000,-0.003500,-25.297209,-96.500000,0.000000
6295.000000,-3.500000,-0.000000,-0.003500,-25.314709,-96.500000,0.000000
6300.000000,-3.500000,-0.000000,-0.003500,-25.332209,-96.500000,0.000000
6305.000000,-3.500000,-0.000000,-0.003500,-25.349709,-96.500000,0.000000
6310.000000,-3.500000,-0.000000,-0.003500,-25.367209,-96.500000,0.000000
6315.000000,-3.500000,-0.000000,-0.003500,-25.384709,-96.500000,0.000000
6320.000000,-3.500000,-0.000000,-0.003500,-25.402209,-96.500000,0.000000
6325.000000,-3.500000,-0.000000,-0.003500,-25.419709,-96.500000,0.000000
6330.000000,-3.500000,-0.000000,-0.003500,-25.437209,-96.500000,0.000000
6335.000000,-3.500000,-0.000000,-0.003500,-25.454709,-96.500000,0.000000
6340.000000,-3.500000,-0.000000,-0.003500,-25.472209,-96.500000,0.000000
6345.000000,-3.500000,-0.000000,-0.003500,-25.489709,-96.500000,0.000000
6350.000000,-3.500000,-0.000000,-0.003500,-25.507209,-96.500000,0.000000
6355.000000,-3.500000,-0.000000,-0.003500,-25.524709,-96.500000,0.000000
6360.000000,-3.500000,-0.000000,-0.003500,-25.542209,-96.500000,0.000000
6365.000000,-3.500000,-0.000000,-0.003500,-25.559709,-96.500000,0.000000
6370.000000,-3.500000,-0.000000,-0.003500,-25.577209,-96.500000,0.000000
6375.000000,-3.500000,-0.000000,-0.003500,-25.594709,-96.500000,0.000000
6380.000000,-3.500000,-0.000000,-0.003500,-25.612209,-96.500000,0.000000
6385.000000,-3.500000,-0.000000,-0.003500,-25.629709,-96.500000,0.000000
6390.000000,-3.500000,-0.000000,-0.003500,-25.647209,-96.500000,0.000000
6395.000000,-3.500000,-0.000000,-0.003500,-25.664709,-96.500000,0.000000
6400.000000,-3.500000,-0.000000,-0.003500,-25.682209,-96.500000,0.000000
6405.000000,-3.500000,-0.000000,-0.003500,-25.699709,-96.500000,0.000000
6410.000000,-3.500000,-0.000000,-0.003500,-25.717209,-96.500000,0.000000
6415.000000,-3.500000,-0.000000,-0.003500,-25.734709,-96.500000,0.000000
6420.000000,-3.500000,-0.000000,-0.003500,-25.752209,-96.500000,0.000000
6425.000000,-3.500000,-0.000000,-0.003500,-25.769709,-96.500000,0.000000
6430.000000,-3.500000,-0.000000,-0.003500,-25.787209,-96.500000,0.000000
6435.000000,-3.500000,-0.000000,-0.003500,-25.804709,-96.500000,0.000000
6440.000000,-3.500000,-0.000000,-0.003500,-25.822209,-96.500000,0.000000
6445.000000,-3.500000,-0.000000,-0.003500,-25.839709,-96.500000,0.000000
6450.000000,-3.500000,-0.000000,-0.003500,-25.857209,-96.500000,0.000000
6455.000000,-3.500000,-0.000000,-0.003500,-25.874709,-96.500000,0.000000
6460.000000,-3.500000,-0.000000,-0.003500,-25.892209,-96.500000,0.000000
6465.000000,-3.500000,-0.000000,-0.003500,-25.909709,-96.500000,0.000000
6470.000000,-3.500000,-0.000000,-0.003500,-25.927209,-96.500000,0.000000
6475.000000,-3.500000,-0.000000,-0.003500,-25.944709,-96.500000,0.000000
6480.000000,-3.500000,-0.000000,-0.003500,-25.962209,-96.500000,0.000000
6485.000000,-3.500000,-0.000000,-0.003500,-25.979709,-96.500000,0.000000
6490.000000,-3.500000,-0.000000,-0.003500,-25.997209,-96.500000,0.000000
6495.000000,-3.500000,-0.000000,-0.003500,-26.014709,-96.500000,0.000000
6500.000000,-3.500000,-0.000000,-0.003500,-26.032209,-96.500000,0.000000
6505.000000,-3.500000,-0.000000,-0.003500,-26.049709,-96.500000,0.000000
6510.000000,-3.500000,-0.000000,-0.003500,-26.067209,-96.500000,0.000000
6515.000000,-3.500000,-0.000000,-0.003500,-26.084709,-96.500000,0.000000
6520.000000,-3.500000,-0.000000,-0.003500,-26.102209,-96.500000,0.000000
6525.000000,-3.500000,-0.000000,-0.003500,-26.119709,-96.500000,0.000000
6530.000000,-3.500000,-0.000000,-0.003500,-26.137209,-96.500000,0.000000
6535.000000,-3.500000,-0.000000,-0.003500,-26.154709,-96.500000,0.000000
6540.000000,-3.500000,-0.000000,-0.003500,-26.172209,-96.500000,0.000000
6545.000000,-3.500000,-0.000000,-0.003500,-26.189709,-96.500000,0.000000
6550.000000,-3.500000,-0.000000,-0.003500,-26.207209,-96.500000,0.000000
6555.000000,-3.500000,-0.000000,-0.003500,-26.224709,-96.500000,0.000000
6560.000000,-3.500000,-0.000000,-0.003500,-26.242209,-96.500000,0.000000
6565.000000,-3.500000,-0.000000,-0.003500,-26.259709,-96.500000,0.000000
6570.000000,-3.500000,-0.000000,-0.003500,-26.277209,-96.500000,0.000000
6575.000000,-3.500000,-0.000000,-0.003500,-26.294709,-96.500000,0.000000
6580.000000,-3.500000,-0.000000,-0.003500,-26.312209,-96.500000,0.000000
6585.000000,-3.500000,-0.000000,-0.003500,-26.329709,-96.500000,0.000000
6590.000000,-3.500000,-0.000000,-0.003500,-26.347209,-96.500000,0.000000
6595.000000,-3.500000,-0.000000,-0.003500,-26.364709,-96.500000,0.000000
6600.000000,-3.500000,-0.000000,-0.003500,-26.382209,-96.500000,0.000000
6605.000000,-3.500000,-0.000000,-0.003500,-26.399709,-96.500000,0.000000
6610.000000,-3.500000,-0.000000,-0.003500,-26.417209,-96.500000,0.000000
6615.000000,-3.500000,-0.000000,-0.003500,-26.434709,-96.500000,0.000000
6620.000000,-3.500000,-0.000000,-0.003500,-26.452209,-96.500000,0.000000
6625.000000,-3.500000,-0.000000,-0.003500,-26.469709,-96.500000,0.000000
6630.000000,-3.500000,-0.000000,-0.003500,-26.487209,-96.500000,0.000000
6635.000000,-3.500000,-0.000000,-0.003500,-26.504709,-96.500000,0.000000
6640.000000,-3.500000,-0.000000,-0.003500,-26.522209,-96.500000,0.000000
6645.000000,-3.500000,-0.000000,-0.003500,-26.539709,-96.500000,0.000000
6650.000000,-3.500000,-0.000000,-0.003500,-26.557209,-96.500000,0.000000
6655.000000,-3.500000,-0.000000,-0.003500,-26.574709,-96.500000,0.000000
6660.000000,-3.500000,-0.000000,-0.003500,-26.592209,-96.500000,0.000000
6665.000000,-3.500000,-0.000000,-0.003500,-26.609709,-96.500000,0.000000
6670.000000,-3.500000,-0.000000,-0.003500,-26.627209,-96.500000,0.000000
6675.000000,-3.500000,-0.000000,-0.003500,-26.644709,-96.500000,0.000000
6680.000000,-3.500000,-0.000000,-0.003500,-26.662209,-96.500000,0.000000
6685.000000,-3.500000,-0.000000,-0.003500,-26.679709,-96.500000,0.000000
6690.000000,-3.500000,-0.000000,-0.003500,-26.697209,-96.500000,0.000000
6695.000000,-3.500000,-0.000000,-0.003500,-26.714709,-96.500000,0.000000
6700.000000,-3.500000,-0.000000,-0.003500,-26.732209,-96.500000,0.000000
6705.000000,-3.500000,-0.000000,-0.003500,-26.749709,-96.500000,0.000000
6710.000000,-3.500000,-0.000000,-0.003500,-26.767209,-96.500000,0.000000
6715.000000,-3.500000,-0.000000,-0.003500,-26.784709,-96.500000,0.000000
6720.000000,-3.500000,-0.000000,-0.003500,-26.802209,-96.500000,0.000000
6725.000000,-3.500000,-0.000000,-0.003500,-26.819709,-96.500000,0.000000
6730.000000,-3.500000,-0.000000,-0.003500,-26.837209,-96.500000,0.000000
6735.000000,-3.500000,-0.000000,-0.003500,-26.854709,-96.500000,0.000000
6740.000000,-3.500000,-0.000000,-0.003500,-26.872209,-96.500000,0.000000
6745.000000,-3.500000,-0.000000,-0.003500,-26.889709,-96.500000,0.000000
6750.000000,-3.500000,-0.000000,-0.003500,-26.907209,-96.500000,0.000000
6755.000000,-3.500000,-0.000000,-0.003500,-26.924709,-96.500000,0.000000
6760.000000,-3.500000,-0.000000,-0.003500,-26.942209,-96.500000,0.000000
6765.000000,-3.500000,-0.000000,-0.003500,-26.959709,-96.500000,0.000000
6770.000000,-3.500000,-0.000000,-0.003500,-26.977209,-96.500000,0.000000
6775.000000,-3.500000,-0.000000,-0.003500,-26.994709,-96.500000,0.000000
6780.000000,-3.500000,-0.000000,-0.003500,-27.012209,-96.500000,0.000000
6785.000000,-3.500000,-0.000000,-0.003500,-27.029709,-96.500000,0.000000
6790.000000,-3.500000,-0.000000,-0.003500,-27.047209,-96.500000,0.000000
6795.000000,-3.500000,-0.000000,-0.003500,-27.064709,-96.500000,0.000000
6800.000000,-3.500000,-0.000000,-0.003500,-27.082209,-96.500000,0.000000
6805.000000,-3.500000,-0.000000,-0.003500,-27.099709,-96.500000,0.000000
6810.000000,-3.500000,-0.000000,-0.003500,-27.117209,-96.500000,0.000000
6815.000000,-3.500000,-0.000000,-0.003500,-27.134709,-96.500000,0.000000
6820.000000,-3.500000,-0.000000,-0.003500,-27.152209,-96.500000,0.000000
6825.000000,-3.500000,-0.000000,-0.003500,-27.169709,-96.500000,0.000000
6830.000000,-3.500000,-0.000000,-0.003500,-27.187209,-96.500000,0.000000
6835.000000,-3.500000,-0.000000,-0.003500,-27.204709,-96.500000,0.000000
6840.000000,-3.500000,-0.000000,-0.003500,-27.222209,-96.500000,0.000000
6845.000000,-3.500000,-0.000000,-0.003500,-27.239709,-96.500000,0.000000
6850.000000,-3.500000,-0.000000,-0.003500,-27.257209,-96.500000,0.000000
6855.000000,-3.500000,-0.000000,-0.003500,-27.274709,-96.500000,0.000000
6860.000000,-3.500000,-0.000000,-0.003500,-27.292209,-96.500000,0.000000
6865.000000,-3.500000,-0.000000,-0.003500,-27.309709,-96.500000,0.000000
6870.000000,-3.500000,-0.000000,-0.003500,-27.327209,-96.500000,0.000000
6875.000000,-3.500000,-0.000000,-0.003500,-27.344709,-96.500000,0.000000
6880.000000,-3.500000,-0.000000,-0.003500,-27.362209,-96.500000,0.000000
6885.000000,-3.500000,-0.000000,-0.003500,-27.379709,-96.500000,0.000000
6890.000000,-3.500000,-0.000000,-0.003500,-27.397209,-96.500000,0.000000
6895.000000,-3.500000,-0.000000,-0.003500,-27.414709,-96.500000,0.000000
6900.000000,-3.500000,-0.000000,-0.003500,-27.432209,-96.500000,0.000000
6905.000000,-3.500000,-0.000000,-0.003500,-27.449709,-96.500000,0.000000
6910.000000,-3.500000,-0.000000,-0.003500,-27.467209,-96.500000,0.000000
6915.000000,-3.500000,-0.000000,-0.003500,-27.484709,-96.500000,0.000000
6920.000000,-3.500000,-0.000000,-0.003500,-27.502209,-96.500000,0.000000
6925.000000,-3.500000,-0.000000,-0.003500,-27.519709,-96.500000,0.000000
6930.000000,-3.500000,-0.000000,-0.003500,-27.537209,-96.500000,0.000000
6935.000000,-3.500000,-0.000000,-0.003500,-27.554709,-96.500000,0.000000
6940.000000,-3.500000,-0.000000,-0.003500,-27.572209,-96.500000,0.000000
6945.000000,-3.500000,-0.000000,-0.003500,-27.589709,-96.500000,0.000000
6950.000000,-3.500000,-0.000000,-0.003500,-27.607209,-96.500000,0.000000
6955.000000,-3.500000,-0.000000,-0.003500,-27.624709,-96.500000,0.000000
6960.000000,-3.500000,-0.000000,-0.003500,-27.642209,-96.500000,0.000000
6965.000000,-3.500000,-0.000000,-0.003500,-27.659709,-96.500000,0.000000
6970.000000,-3.500000,-0.000000,-0.003500,-27.677209,-96.500000,0.000000
6975.000000,-3.500000,-0.000000,-0.003500,-27.694709,-96.500000,0.000000
6980.000000,-3.500000,-0.000000,-0.003500,-27.712209,-96.500000,0.000000
6985.000000,-3.500000,-0.000000,-0.003500,-27.729709,-96.500000,0.000000
6990.000000,-3.500000,-0.000000,-0.003500,-27.747209,-96.500000,0.000000
6995.000000,-3.500000,-0.000000,-0.003500,-27.764709,-96.500000,0.000000
7000.000000,-3.500000,-0.000000,-0.003500,-27.782209,-96.500000,0.000000
7005.000000,-3.500000,-0.000000,-0.003500,-27.799709,-96.500000,0.000000
7010.000000,-3.500000,-0.000000,-0.003500,-27.817209,-96.500000,0.000000
7015.000000,-3.500000,-0.000000,-0.003500,-27.834709,-96.500000,0.000000
7020.000000,-3.500000,-0.000000,-0.003500,-27.852209,-96.500000,0.000000
7025.000000,-3.500000,-0.000000,-0.003500,-27.869709,-96.500000,0.000000
7030.000000,-3.500000,-0.000000,-0.003500,-27.887209,-96.500000,0.000000
7035.000000,-3.500000,-0.000000,-0.003500,-27.904709,-96.500000,0.000000
7040.000000,-3.500000,-0.000000,-0.003500,-27.922209,-96.500000,0.000000
7045.000000,-3.500000,-0.000000,-0.003500,-27.939709,-96.500000,0.000000
7050.000000,-3.500000,-0.000000,-0.003500,-27.957209,-96.500000,0.000000
7055.000000,-3.500000,-0.000000,-0.003500,-27.974709,-96.500000,0.000000
7060.000000,-3.500000,-0.000000,-0.003500,-27.992209,-96.500000,0.000000
7065.000000,-3.500000,-0.000000,-0.003500,-28.009709,-96.500000,0.000000
7070.000000,-3.500000,-0.000000,-0.003500,-28.027209,-96.500000,0.000000
7075.000000,-3.500000,-0.000000,-0.003500,-28.044709,-96.500000,0.000000
7080.000000,-3.500000,-0.000000,-0.003500,-28.062209,-96.500000,0.000000
7085.000000,-3.500000,-0.000000,-0.003500,-28.079709,-96.500000,0.000000
7090.000000,-3.500000,-0.000000,-0.003500,-28.097209,-96.500000,0.000000
7095.000000,-3.500000,-0.000000,-0.003500,-28.114709,-96.500000,0.000000
7100.000000,-3.500000,-0.000000,-0.003500,-28.132209,-96.500000,0.000000
7105.000000,-3.500000,-0.000000,-0.003500,-28.149709,-96.500000,0.000000
7110.000000,-3.500000,-0.000000,-0.003500,-28.167209,-96.500000,0.000000
7115.000000,-3.500000,-0.000000,-0.003500,-28.184709,-96.500000,0.000000
7120.000000,-3.500000,-0.000000,-0.003500,-28.202209,-96.500000,0.000000
7125.000000,-3.500000,-0.000000,-0.003500,-28.219709,-96.500000,0.000000
7130.000000,-3.500000,-0.000000,-0.003500,-28.237209,-96.500000,0.000000
7135.000000,-3.500000,-0.000000,-0.003500,-28.254709,-96.500000,0.000000
7140.000000,-3.500000,-0.000000,-0.003500,-28.272209,-96.500000,0.000000
7145.000000,-3.500000,-0.000000,-0.003500,-28.289709,-96.500000,0.000000
7150.000000,-3.500000,-0.000000,-0.003500,-28.307209,-96.500000,0.000000
7155.000000,-3.500000,-0.000000,-0.003500,-28.324709,-96.500000,0.000000
7160.000000,-3.500000,-0.000000,-0.003500,-28.342209,-96.500000,0.000000
7165.000000,-3.500000,-0.000000,-0.003500,-28.359709,-96.500000,0.000000
7170.000000,-3.500000,-0.000000,-0.003500,-28.377209,-96.500000,0.000000
7175.000000,-3.500000,-0.000000,-0.003500,-28.394709,-96.500000,0.000000
7180.000000,-3.500000,-0.000000,-0.003500,-28.412209,-96.500000,0.000000
7185.000000,-3.500000,-0.000000,-0.003500,-28.429709,-96.500000,0.000000
7190.000000,-3.500000,-0.000000,-0.003500,-28.447209,-96.500000,0.000000
7195.000000,-3.500000,-0.000000,-0.003500,-28.464709,-96.500000,0.000000
7200.000000,-3.500000,-0.000000,-0.003500,-28.482209,-96.500000,0.000000
7205.000000,-3.500000,-0.000000,-0.003500,-28.499709,-96.500000,0.000000
7210.000000,-3.500000,-0.000000,-0.003500,-28.517209,-96.500000,0.000000
7215.000000,-3.500000,-0.000000,-0.003500,-28.534709,-96.500000,0.000000
7220.000000,-3.500000,-0.000000,-0.003500,-28.552209,-96.500000,0.000000
7225.000000,-3.500000,-0.000000,-0.003500,-28.569709,-96.500000,0.000000
7230.000000,-3.500000,-0.000000,-0.003500,-28.587209,-96.500000,0.000000
7235.000000,-3.500000,-0.000000,-0.003500,-28.604709,-96.500000,0.000000
7240.000000,-3.500000,-0.000000,-0.003500,-28.622209,-96.500000,0.000000
7245.000000,-3.500000,-0.000000,-0.003500,-28.639709,-96.500000,0.000000
7250.000000,-3.500000,-0.000000,-0.003500,-28.657209,-96.500000,0.000000
7255.000000,-3.500000,-0.000000,-0.003500,-28.674709,-96.500000,0.000000
7260.000000,-3.500000,-0.000000,-0.003500,-28.692209,-96.500000,0.000000
